case_id,protein_id,ligand_id,ligand_ccd_code,model,msa_source,msa_path,status,error_message
e1ce312bb819,A0A9P1NI18,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
7b80353b9065,A0A9P1NI18,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
936a432d0d38,A0A9P1NI18,L002,STA6,af3,native,,pending,
ff24afeb8ce3,A0A9P1NI18,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
167f97a70f68,A0A9P1NI18,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
0ed48d2350c9,A0A9P1NI18,L003,STA8,af3,native,,pending,
d5c0130fdfd0,A0A9P1NI18,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
6131ce99a459,A0A9P1NI18,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
796fb8390cba,A0A9P1NI18,L004,CEL4,af3,native,,pending,
4c5be9687894,A0A9P1NI18,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
8176090aab78,A0A9P1NI18,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
92f93b163fd5,A0A9P1NI18,L005,CEL6,af3,native,,pending,
3780454fbbe2,A0A9P1NI18,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
0a5a1d02c869,A0A9P1NI18,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
8606ef31da74,A0A9P1NI18,L006,CEL8,af3,native,,pending,
a7e14760fdf6,A0A9P1NI18,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
0e65af7f774d,A0A9P1NI18,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
863ab7b711b2,A0A9P1NI18,L007,NAG4,af3,native,,pending,
ccb3fd884eb2,A0A9P1NI18,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
7faf21099bed,A0A9P1NI18,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
06f8566da96c,A0A9P1NI18,L008,NAG6,af3,native,,pending,
ee7b7ba1c072,A0A9P1NI18,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
7dde80f5abee,A0A9P1NI18,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
8d945de71f92,A0A9P1NI18,L009,NAG8,af3,native,,pending,
af9ea1eb27ba,A0A9P1NI18,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
579a24545160,A0A9P1NI18,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
57c1728397d7,B1VN59,L001,STA4,af3,native,,pending,
07035eeb67f4,B1VN59,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
13cce0fc5b93,B1VN59,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
843dedb1691e,B1VN59,L002,STA6,af3,native,,pending,
bede99edf670,B1VN59,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
197aec27d7c2,B1VN59,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
4fd010f71605,B1VN59,L003,STA8,af3,native,,pending,
fdbd12cc094b,B1VN59,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
6dc98853a8ef,B1VN59,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
4ddc3e3cee7e,B1VN59,L004,CEL4,af3,native,,pending,
253b07d5cc31,B1VN59,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
0b1354670195,B1VN59,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
94f817245ba8,B1VN59,L005,CEL6,af3,native,,pending,
e471a6ba61d6,B1VN59,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
f5f8f95916db,B1VN59,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
9abdba2603c6,B1VN59,L006,CEL8,af3,native,,pending,
f7936b9e6535,B1VN59,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
4a8fb01ec09d,B1VN59,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
8a53cd3d489d,B1VN59,L007,NAG4,af3,native,,pending,
b4d333606bed,B1VN59,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
bf8d2b03e297,B1VN59,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
ceacdbb2982d,B1VN59,L008,NAG6,af3,native,,pending,
acb2a77f83d7,B1VN59,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
fec5bf45e340,B1VN59,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
784151c3bb68,B1VN59,L009,NAG8,af3,native,,pending,
203081887894,B1VN59,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
c551c660436b,B1VN59,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
aa0b18d90fe6,B6EQJ6,L001,STA4,af3,native,,pending,
d38cb04b7265,B6EQJ6,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
dd88126fe61d,B6EQJ6,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
338be468920a,B6EQJ6,L002,STA6,af3,native,,pending,
2ffa1df2326d,B6EQJ6,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
b70032bab710,B6EQJ6,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
8874c2ab39b9,B6EQJ6,L003,STA8,af3,native,,pending,
3b52e781fbbb,B6EQJ6,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
8e72f296343c,B6EQJ6,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
5a1f78b349fd,B6EQJ6,L004,CEL4,af3,native,,pending,
1ef04a733f1f,B6EQJ6,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
b59445a61b27,B6EQJ6,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
c2eed9e5cea9,B6EQJ6,L005,CEL6,af3,native,,pending,
b88babdc5304,B6EQJ6,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
3d5efd011903,B6EQJ6,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
60835d95a9d7,B6EQJ6,L006,CEL8,af3,native,,pending,
6f19df86aec0,B6EQJ6,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
416c6ea5304e,B6EQJ6,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
b18ee8c959e6,B6EQJ6,L007,NAG4,af3,native,,pending,
e469651a3123,B6EQJ6,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
7caa14c909ed,B6EQJ6,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
e9f877200be2,B6EQJ6,L008,NAG6,af3,native,,pending,
4dcfaa081838,B6EQJ6,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
952adba13a5a,B6EQJ6,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
d3d5bad2046b,B6EQJ6,L009,NAG8,af3,native,,pending,
a3533b30d66d,B6EQJ6,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
905a4d1b92e2,B6EQJ6,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
a087392e71ab,C5BKQ9,L001,STA4,af3,native,,pending,
998c16451920,C5BKQ9,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
247d5c84b5d4,C5BKQ9,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
b1669eed549c,C5BKQ9,L002,STA6,af3,native,,pending,
19eaaf053a4b,C5BKQ9,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
fe785b2d0b08,C5BKQ9,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
3e60b459daff,C5BKQ9,L003,STA8,af3,native,,pending,
b76efbc6c325,C5BKQ9,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
16d69b537e0a,C5BKQ9,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
9ea0648eb735,C5BKQ9,L004,CEL4,af3,native,,pending,
fbe9fc39abae,C5BKQ9,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
e1ef6e5502ba,C5BKQ9,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
a4e31dd3acfb,C5BKQ9,L005,CEL6,af3,native,,pending,
38002da76182,C5BKQ9,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
53c6a2e183c0,C5BKQ9,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
253c0a6624a9,C5BKQ9,L006,CEL8,af3,native,,pending,
8da45125fedc,C5BKQ9,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
8f7a3d5a03f1,C5BKQ9,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
c684e75f3617,C5BKQ9,L007,NAG4,af3,native,,pending,
e32688be2419,C5BKQ9,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
3cfe0da76639,C5BKQ9,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
d24d601fcc83,C5BKQ9,L008,NAG6,af3,native,,pending,
426266f3c275,C5BKQ9,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
ecfbe4f8ed59,C5BKQ9,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
6f00efda1ae3,C5BKQ9,L009,NAG8,af3,native,,pending,
46981e58506e,C5BKQ9,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
dc22f98f4618,C5BKQ9,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
fd175481fc9b,Q2SNS3,L001,STA4,af3,native,,pending,
3f397d6025c5,Q2SNS3,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
fc70eac77416,Q2SNS3,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
b213be4c0716,Q2SNS3,L002,STA6,af3,native,,pending,
e0f2c6a6d088,Q2SNS3,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
0ba1a639da1e,Q2SNS3,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
bbd1e4550c3c,Q2SNS3,L003,STA8,af3,native,,pending,
60e7f2a9ba86,Q2SNS3,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
6218487bf808,Q2SNS3,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
c4bf0b65531c,Q2SNS3,L004,CEL4,af3,native,,pending,
f78a31e11ae9,Q2SNS3,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
55ceac10eb62,Q2SNS3,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
d9d2fa181dd6,Q2SNS3,L005,CEL6,af3,native,,pending,
f2480617365d,Q2SNS3,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
bec03e4c2113,Q2SNS3,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
a3c7c176bf9c,Q2SNS3,L006,CEL8,af3,native,,pending,
0e2d3018044e,Q2SNS3,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
bd4a344445db,Q2SNS3,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
21a65547fb84,Q2SNS3,L007,NAG4,af3,native,,pending,
b1facbbca102,Q2SNS3,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
a8427db15683,Q2SNS3,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
f0f9467191c0,Q2SNS3,L008,NAG6,af3,native,,pending,
481bd70cba1f,Q2SNS3,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
c11282c62fd8,Q2SNS3,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
3f3a8679673c,Q2SNS3,L009,NAG8,af3,native,,pending,
e9c87707682c,Q2SNS3,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
80f205afbad9,Q2SNS3,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
3458d8b44688,Q47QG3,L001,STA4,af3,native,,pending,
28004ea7d260,Q47QG3,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
52b45a17d063,Q47QG3,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
3690e9e02436,Q47QG3,L002,STA6,af3,native,,pending,
217bb4787fef,Q47QG3,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
87bd7a129c55,Q47QG3,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
6d379645325b,Q47QG3,L003,STA8,af3,native,,pending,
bda1d9efa56f,Q47QG3,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
7ac41c2e056e,Q47QG3,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
fe7d7564d362,Q47QG3,L004,CEL4,af3,native,,pending,
a9a45c4f56ab,Q47QG3,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
03ca55ccf849,Q47QG3,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
5f707601c5b9,Q47QG3,L005,CEL6,af3,native,,pending,
468df0c45427,Q47QG3,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
c51e6001ff02,Q47QG3,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
5bc0a8c84a6c,Q47QG3,L006,CEL8,af3,native,,pending,
6143005b9894,Q47QG3,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
6250d40fc97a,Q47QG3,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
11d4c6c62d34,Q47QG3,L007,NAG4,af3,native,,pending,
16161e62d73c,Q47QG3,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
3e5cac1d4d3e,Q47QG3,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
6a086e0d8406,Q47QG3,L008,NAG6,af3,native,,pending,
0db612d3a6f7,Q47QG3,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
bbd48d0a744d,Q47QG3,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
9c9470fe10e4,Q47QG3,L009,NAG8,af3,native,,pending,
a6c429aa39f5,Q47QG3,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
364068af2ecc,Q47QG3,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
9fda74410927,D0EW65,L001,STA4,af3,native,,pending,
1b741680c56f,D0EW65,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
3e003082687e,D0EW65,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
bb3b2540a2f2,D0EW65,L002,STA6,af3,native,,pending,
0f0c51f570d6,D0EW65,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
633c087cc7d6,D0EW65,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
5a24e7ad3928,D0EW65,L003,STA8,af3,native,,pending,
4cd1eef0df4e,D0EW65,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
34facc999019,D0EW65,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
3b4fb6fb16db,D0EW65,L004,CEL4,af3,native,,pending,
0c9b728b3d23,D0EW65,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
90904b2fabee,D0EW65,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
e3da34e06528,D0EW65,L005,CEL6,af3,native,,pending,
0dceae1cae35,D0EW65,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
5272a1c4c582,D0EW65,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
8a5b381454da,D0EW65,L006,CEL8,af3,native,,pending,
169a37744b64,D0EW65,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
94b23d4111a3,D0EW65,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
aee0090a0560,D0EW65,L007,NAG4,af3,native,,pending,
62e040d96651,D0EW65,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
25b64c0ba93d,D0EW65,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
7c7ae48212b4,D0EW65,L008,NAG6,af3,native,,pending,
daee0609e9c8,D0EW65,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
2ffd7d0b8897,D0EW65,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
466db1f25b79,D0EW65,L009,NAG8,af3,native,,pending,
e0b2d96d6a39,D0EW65,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
8c6d5ca7b686,D0EW65,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
fc48a8bf02af,D5UGA8,L001,STA4,af3,native,,pending,
da482e4f63bd,D5UGA8,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
e955bc28c88a,D5UGA8,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
e46401265869,D5UGA8,L002,STA6,af3,native,,pending,
38864a3d6619,D5UGA8,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
5f37eb1270ff,D5UGA8,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
3d3663a9ab4f,D5UGA8,L003,STA8,af3,native,,pending,
4e46b311cdbe,D5UGA8,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
09eae9dfd346,D5UGA8,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
4c7b791d060f,D5UGA8,L004,CEL4,af3,native,,pending,
0b624c3d1a2f,D5UGA8,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
918105ffca1c,D5UGA8,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
84ec075ca8b7,D5UGA8,L005,CEL6,af3,native,,pending,
1fad71b87707,D5UGA8,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
131cf9c21fcb,D5UGA8,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
a2bb16388381,D5UGA8,L006,CEL8,af3,native,,pending,
c8c1acf711a9,D5UGA8,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
637295e97851,D5UGA8,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
c2d45b90dbf1,D5UGA8,L007,NAG4,af3,native,,pending,
3376945e911c,D5UGA8,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
d47dbdf8de45,D5UGA8,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
576279c9efb7,D5UGA8,L008,NAG6,af3,native,,pending,
f8694609dcfe,D5UGA8,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
402c8f061229,D5UGA8,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
f4ebdde73836,D5UGA8,L009,NAG8,af3,native,,pending,
f36b026bff3f,D5UGA8,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
3998c3c55dd1,D5UGA8,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
bc14938328f0,Q62YN7,L001,STA4,af3,native,,pending,
05307a321014,Q62YN7,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
c69ea75ddee8,Q62YN7,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
8ef9173f4c20,Q62YN7,L002,STA6,af3,native,,pending,
f7147419394b,Q62YN7,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
3710cf014c69,Q62YN7,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
c5568acec400,Q62YN7,L003,STA8,af3,native,,pending,
bb47d22dcd0b,Q62YN7,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
dca821f74dd4,Q62YN7,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
8fb0222d400f,Q62YN7,L004,CEL4,af3,native,,pending,
25cd27a32f9c,Q62YN7,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
35b096e9e99e,Q62YN7,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
3012ee03925e,Q62YN7,L005,CEL6,af3,native,,pending,
096e0d74f3df,Q62YN7,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
8590121debe5,Q62YN7,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
c018cbddee75,Q62YN7,L006,CEL8,af3,native,,pending,
5eddced8f3a5,Q62YN7,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
0901cd5209b9,Q62YN7,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
edbdfada5dce,Q62YN7,L007,NAG4,af3,native,,pending,
33380068f497,Q62YN7,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
90b4b39c11cf,Q62YN7,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
efb974bc9883,Q62YN7,L008,NAG6,af3,native,,pending,
b1aaa7141d65,Q62YN7,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
acf504fff524,Q62YN7,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
823e15023c42,Q62YN7,L009,NAG8,af3,native,,pending,
815fceea528c,Q62YN7,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
e257ef86a976,Q62YN7,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
b387b0a75d33,Q9RJC1,L001,STA4,af3,native,,pending,
3f20a38a8299,Q9RJC1,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
7bb2a1148aeb,Q9RJC1,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
3d5f73ba11c5,Q9RJC1,L002,STA6,af3,native,,pending,
799ba033b408,Q9RJC1,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
1094a1eb145b,Q9RJC1,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
e09fb637f7ea,Q9RJC1,L003,STA8,af3,native,,pending,
8b6d64818959,Q9RJC1,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
563be8794892,Q9RJC1,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
861fb98fd60c,Q9RJC1,L004,CEL4,af3,native,,pending,
da524f5ccbb4,Q9RJC1,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
39b0cad3cb74,Q9RJC1,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
908fc74c70c2,Q9RJC1,L005,CEL6,af3,native,,pending,
244af4ee85b1,Q9RJC1,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
c644fdda8bb0,Q9RJC1,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
84e5fa0e48fa,Q9RJC1,L006,CEL8,af3,native,,pending,
1dd465127b92,Q9RJC1,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
33eece3befa4,Q9RJC1,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
fe25d57fcb25,Q9RJC1,L007,NAG4,af3,native,,pending,
a135d3dc8049,Q9RJC1,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
67ee529225ec,Q9RJC1,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
39ad85fcb1c2,Q9RJC1,L008,NAG6,af3,native,,pending,
20e975218635,Q9RJC1,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
02f3b14560ae,Q9RJC1,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
1509cf54a668,Q9RJC1,L009,NAG8,af3,native,,pending,
419f3c9000ad,Q9RJC1,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
8fe43aa39c86,Q9RJC1,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
3dff7893349b,D5UGB1,L001,STA4,af3,native,,pending,
90b9595e840f,D5UGB1,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
f7762747688d,D5UGB1,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
675d8e0d69dd,D5UGB1,L002,STA6,af3,native,,pending,
1ed912a9116d,D5UGB1,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
4e0903034fe8,D5UGB1,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
262fd2c3d635,D5UGB1,L003,STA8,af3,native,,pending,
ed2f1d881d11,D5UGB1,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
847d77c6514b,D5UGB1,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
b4b145143545,D5UGB1,L004,CEL4,af3,native,,pending,
32dc55f42608,D5UGB1,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
b1a3a88666e1,D5UGB1,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
2350bb77a930,D5UGB1,L005,CEL6,af3,native,,pending,
0c524273f2ae,D5UGB1,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
a4517db55df5,D5UGB1,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
36b283ccfa2f,D5UGB1,L006,CEL8,af3,native,,pending,
2c2a09d878e9,D5UGB1,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
05bc0050484b,D5UGB1,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
16f9cca3a5a3,D5UGB1,L007,NAG4,af3,native,,pending,
a711ae9cd466,D5UGB1,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
8cd2a553450d,D5UGB1,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
287fbe5d95d1,D5UGB1,L008,NAG6,af3,native,,pending,
2f7f19cf46ff,D5UGB1,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
b5b564804073,D5UGB1,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
5927c0d9776a,D5UGB1,L009,NAG8,af3,native,,pending,
0aa3a4663966,D5UGB1,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
0770d892c182,D5UGB1,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
43be01aace2d,D5UHY1,L001,STA4,af3,native,,pending,
09697bb883aa,D5UHY1,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
58b2c33888f2,D5UHY1,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
ddeec8aa29e8,D5UHY1,L002,STA6,af3,native,,pending,
c0ad7e4747de,D5UHY1,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
5a247a5f562b,D5UHY1,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
8499a58b2abf,D5UHY1,L003,STA8,af3,native,,pending,
8775f97318ff,D5UHY1,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
f9455510baab,D5UHY1,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
2d5b91dc1d13,D5UHY1,L004,CEL4,af3,native,,pending,
9f44b0959225,D5UHY1,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
b23b9f6b58e3,D5UHY1,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
c07cd3b9fccd,D5UHY1,L005,CEL6,af3,native,,pending,
c2c23c9f51e9,D5UHY1,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
a22a359823c2,D5UHY1,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
9310427775d4,D5UHY1,L006,CEL8,af3,native,,pending,
bbc12dac17ad,D5UHY1,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
a3dc32cdf5af,D5UHY1,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
530268b06543,D5UHY1,L007,NAG4,af3,native,,pending,
40113c681e4a,D5UHY1,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
b2ee31980d6b,D5UHY1,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
ef31e9989a99,D5UHY1,L008,NAG6,af3,native,,pending,
f2aca3b6b550,D5UHY1,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
08d27b612f8f,D5UHY1,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
c2fef3ab9476,D5UHY1,L009,NAG8,af3,native,,pending,
19a11592f9b9,D5UHY1,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
8bc588c890bc,D5UHY1,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
fb07376cd35d,F4H6A3,L001,STA4,af3,native,,pending,
ecb18ea7c03d,F4H6A3,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
165188108584,F4H6A3,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
017908603dbb,F4H6A3,L002,STA6,af3,native,,pending,
6ea41a39b541,F4H6A3,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
a1fcf539f1cc,F4H6A3,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
515e122f8f6c,F4H6A3,L003,STA8,af3,native,,pending,
44646e31fc05,F4H6A3,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
8c5799efb9d2,F4H6A3,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
