case_id,protein_id,ligand_id,ligand_ccd_code,model,msa_source,msa_path,status,error_message
8ffab21ee6ee,A0A2I6QAZ5,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
d9484dd0c7c6,A0A2I6QAZ5,L003,STA8,af3,native,,pending,
565aab338aa9,A0A2I6QAZ5,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
65eae75390bd,A0A2I6QAZ5,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
5429e1da5f30,A0A2I6QAZ5,L004,CEL4,af3,native,,pending,
b16b26d71040,A0A2I6QAZ5,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
8e05baf6e60f,A0A2I6QAZ5,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
09ecd7751280,A0A2I6QAZ5,L005,CEL6,af3,native,,pending,
57dd16f99c58,A0A2I6QAZ5,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
4ea427373e13,A0A2I6QAZ5,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
95e8ef5c0395,A0A2I6QAZ5,L006,CEL8,af3,native,,pending,
8b266097b72b,A0A2I6QAZ5,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
66288ca9b0ba,A0A2I6QAZ5,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
e1b90bfbfe23,A0A2I6QAZ5,L007,NAG4,af3,native,,pending,
024394b5ee1c,A0A2I6QAZ5,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
7872801f673e,A0A2I6QAZ5,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
0501e408739d,A0A2I6QAZ5,L008,NAG6,af3,native,,pending,
177f68b24244,A0A2I6QAZ5,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
36147dbfa429,A0A2I6QAZ5,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
786bef9520dd,A0A2I6QAZ5,L009,NAG8,af3,native,,pending,
a78bb9509af6,A0A2I6QAZ5,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
759223b8ffb0,A0A2I6QAZ5,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
69df25465a8d,A0A7H8R162,L001,STA4,af3,native,,pending,
365e53058547,A0A7H8R162,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
75d6c545e425,A0A7H8R162,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
70bca0268cd1,A0A7H8R162,L002,STA6,af3,native,,pending,
32394880950d,A0A7H8R162,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
d51e9fae3221,A0A7H8R162,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
c302d5d25fed,A0A7H8R162,L003,STA8,af3,native,,pending,
64afc96871da,A0A7H8R162,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
546c6d548c2b,A0A7H8R162,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
2d0b7ee9d838,A0A7H8R162,L004,CEL4,af3,native,,pending,
764487aa5805,A0A7H8R162,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
7783c9889a7c,A0A7H8R162,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
6e296f5dd197,A0A7H8R162,L005,CEL6,af3,native,,pending,
239f1fc73c0d,A0A7H8R162,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
0822f41b0fa3,A0A7H8R162,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
de8bc32c87b0,A0A7H8R162,L006,CEL8,af3,native,,pending,
e1df90457f40,A0A7H8R162,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
8bce25063945,A0A7H8R162,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
6b139c943059,A0A7H8R162,L007,NAG4,af3,native,,pending,
0bdc5a07febd,A0A7H8R162,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
284d81ef054a,A0A7H8R162,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
0c8a3a86ed68,A0A7H8R162,L008,NAG6,af3,native,,pending,
3c69b34a3196,A0A7H8R162,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
1506ad574c45,A0A7H8R162,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
eb15795be43f,A0A7H8R162,L009,NAG8,af3,native,,pending,
d9ce69fce77b,A0A7H8R162,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
b1d476ffc832,A0A7H8R162,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
6899b8c08603,A0A2N8U5K6,L001,STA4,af3,native,,pending,
3601c0e26461,A0A2N8U5K6,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
44e25eb066f3,A0A2N8U5K6,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
08ffdf134164,A0A2N8U5K6,L002,STA6,af3,native,,pending,
65fc25aa4de6,A0A2N8U5K6,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
5c141773adc5,A0A2N8U5K6,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
58c32c69e18f,A0A2N8U5K6,L003,STA8,af3,native,,pending,
783d4149bb2c,A0A2N8U5K6,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
77c4636ba3c7,A0A2N8U5K6,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
4a2bc4860390,A0A2N8U5K6,L004,CEL4,af3,native,,pending,
ca353cdbd50e,A0A2N8U5K6,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
afdff8d5fb59,A0A2N8U5K6,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
6d97e5806d29,A0A2N8U5K6,L005,CEL6,af3,native,,pending,
e07e9cfbe004,A0A2N8U5K6,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
e6ae3f5d757c,A0A2N8U5K6,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
16de1bdc857a,A0A2N8U5K6,L006,CEL8,af3,native,,pending,
f24fedb55a65,A0A2N8U5K6,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
f4c184517f7e,A0A2N8U5K6,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
a8f947194335,A0A2N8U5K6,L007,NAG4,af3,native,,pending,
737617c4cb5e,A0A2N8U5K6,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
5defd652393c,A0A2N8U5K6,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
2611d7067516,A0A2N8U5K6,L008,NAG6,af3,native,,pending,
b9e80c38ddc5,A0A2N8U5K6,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
797c744ad062,A0A2N8U5K6,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
5c576da76edc,A0A2N8U5K6,L009,NAG8,af3,native,,pending,
2aa273397b85,A0A2N8U5K6,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
8957ef1425b4,A0A2N8U5K6,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
bb25c3958a9b,A0A2N8U5I8,L001,STA4,af3,native,,pending,
3357d5f2136c,A0A2N8U5I8,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
1066fba9eaf3,A0A2N8U5I8,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
be4292473ae0,A0A2N8U5I8,L002,STA6,af3,native,,pending,
312c2ea63ed2,A0A2N8U5I8,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
14b6fa549852,A0A2N8U5I8,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
038eae95f726,A0A2N8U5I8,L003,STA8,af3,native,,pending,
68029dbaafc0,A0A2N8U5I8,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
e19ce9f3b86f,A0A2N8U5I8,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
10c027272a05,A0A2N8U5I8,L004,CEL4,af3,native,,pending,
900f034545bf,A0A2N8U5I8,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
58c39b91e3df,A0A2N8U5I8,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
a5abe2ad88ff,A0A2N8U5I8,L005,CEL6,af3,native,,pending,
3d05d6c3a7bf,A0A2N8U5I8,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
2efbda3def0b,A0A2N8U5I8,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
64c529e2256c,A0A2N8U5I8,L006,CEL8,af3,native,,pending,
2d0365e35991,A0A2N8U5I8,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
6b44cc4e50c0,A0A2N8U5I8,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
813b6900be87,A0A2N8U5I8,L007,NAG4,af3,native,,pending,
79a93a66a49a,A0A2N8U5I8,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
4031bdc65af6,A0A2N8U5I8,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
28549d4e961c,A0A2N8U5I8,L008,NAG6,af3,native,,pending,
59118b2d2dce,A0A2N8U5I8,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
1b66c526f235,A0A2N8U5I8,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
65bb7a31565e,A0A2N8U5I8,L009,NAG8,af3,native,,pending,
47569622dd8c,A0A2N8U5I8,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
d420bffa96ab,A0A2N8U5I8,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
8f39478f9ee2,W4GRV7,L001,STA4,af3,native,,pending,
ad1be9aaa739,W4GRV7,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
55a6b997269e,W4GRV7,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
e9ceac5517f4,W4GRV7,L002,STA6,af3,native,,pending,
9b069c29ed3a,W4GRV7,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
b66cae6473c4,W4GRV7,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
45c4a4f23bd2,W4GRV7,L003,STA8,af3,native,,pending,
b27544233631,W4GRV7,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
9eac534b36e4,W4GRV7,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
d028ac500cc3,W4GRV7,L004,CEL4,af3,native,,pending,
b3c53a65de52,W4GRV7,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
9eb8c67f72d8,W4GRV7,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
945c8c64d9c5,W4GRV7,L005,CEL6,af3,native,,pending,
5a5f12ad9924,W4GRV7,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
3a864f71e262,W4GRV7,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
f28213a9b059,W4GRV7,L006,CEL8,af3,native,,pending,
2f2c8cd7b063,W4GRV7,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
a42dbd53eadf,W4GRV7,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
546279cd40ee,W4GRV7,L007,NAG4,af3,native,,pending,
a3f54b910c3e,W4GRV7,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
875919c4560b,W4GRV7,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
72b8b38c8653,W4GRV7,L008,NAG6,af3,native,,pending,
0b5d46ed477c,W4GRV7,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
464e8460f121,W4GRV7,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
c6a7fddd6485,W4GRV7,L009,NAG8,af3,native,,pending,
1b98c9d96e25,W4GRV7,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
84c65c467a58,W4GRV7,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
cb750cfc4701,A0A1L9X7U6,L001,STA4,af3,native,,pending,
13ac9ad7561e,A0A1L9X7U6,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
beb8435236d8,A0A1L9X7U6,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
dfa89a7da866,A0A1L9X7U6,L002,STA6,af3,native,,pending,
25dec699e61c,A0A1L9X7U6,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
9fd5766b7f71,A0A1L9X7U6,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
0dd80842544a,A0A1L9X7U6,L003,STA8,af3,native,,pending,
a61290720be6,A0A1L9X7U6,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
14a30eaff44a,A0A1L9X7U6,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
a0cd9f497c48,A0A1L9X7U6,L004,CEL4,af3,native,,pending,
c2036e018eb6,A0A1L9X7U6,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
edc157faa5c7,A0A1L9X7U6,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
d735f8439080,A0A1L9X7U6,L005,CEL6,af3,native,,pending,
d53740267a34,A0A1L9X7U6,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
19686b8e82f4,A0A1L9X7U6,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
01ae8107df5b,A0A1L9X7U6,L006,CEL8,af3,native,,pending,
286a7dc7b1bf,A0A1L9X7U6,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
dd92aeaf1db0,A0A1L9X7U6,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
90fb306c3fd8,A0A1L9X7U6,L007,NAG4,af3,native,,pending,
e744259a3b62,A0A1L9X7U6,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
6d9210ef1c01,A0A1L9X7U6,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
57dc3db49e8e,A0A1L9X7U6,L008,NAG6,af3,native,,pending,
d651fec745b6,A0A1L9X7U6,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
283b74065c3c,A0A1L9X7U6,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
25b4182b3622,A0A1L9X7U6,L009,NAG8,af3,native,,pending,
70738de997fe,A0A1L9X7U6,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
bd5e3d90bfef,A0A1L9X7U6,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
2116020bf665,A0A833WPX8,L001,STA4,af3,native,,pending,
037112662340,A0A833WPX8,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
9ec0f8314dd2,A0A833WPX8,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
ceb61eac25ad,A0A833WPX8,L002,STA6,af3,native,,pending,
0e4007115453,A0A833WPX8,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
8809b283eed9,A0A833WPX8,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
3fdab4925ed4,A0A833WPX8,L003,STA8,af3,native,,pending,
e858be1a5350,A0A833WPX8,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
e12fcd7b9281,A0A833WPX8,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
5c41e994d2b3,A0A833WPX8,L004,CEL4,af3,native,,pending,
6e2a9692fde3,A0A833WPX8,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
de73238514fa,A0A833WPX8,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
fdb75b7d0739,A0A833WPX8,L005,CEL6,af3,native,,pending,
90a694519fb2,A0A833WPX8,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
0702f501a5d5,A0A833WPX8,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
fc76113e0cf0,A0A833WPX8,L006,CEL8,af3,native,,pending,
486405221a9d,A0A833WPX8,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
0b27a02cf1e3,A0A833WPX8,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
89b9df8e41b5,A0A833WPX8,L007,NAG4,af3,native,,pending,
08ac62fac02e,A0A833WPX8,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
ff7ebe9bf4ee,A0A833WPX8,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
ec3bd052368f,A0A833WPX8,L008,NAG6,af3,native,,pending,
90e3aa21c21b,A0A833WPX8,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
b89492fc00ac,A0A833WPX8,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
96aa4add62a2,A0A833WPX8,L009,NAG8,af3,native,,pending,
70796845784c,A0A833WPX8,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
24c068eb150f,A0A833WPX8,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
2a0c392c6fa1,G4YSM3,L001,STA4,af3,native,,pending,
d4f7be4a6b79,G4YSM3,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
fd3c29d23722,G4YSM3,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
f69b4c6d867d,G4YSM3,L002,STA6,af3,native,,pending,
c2b91aa07ed8,G4YSM3,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
11b5405f3cf7,G4YSM3,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
162873f378ad,G4YSM3,L003,STA8,af3,native,,pending,
72f60794ee02,G4YSM3,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
4569d7d33560,G4YSM3,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
613cd096d84c,G4YSM3,L004,CEL4,af3,native,,pending,
26849c08ee1a,G4YSM3,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
b651a1c4d3ec,G4YSM3,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
579ce200a24c,G4YSM3,L005,CEL6,af3,native,,pending,
fe158d126120,G4YSM3,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
35285b8d9a73,G4YSM3,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
40a5e476f01e,G4YSM3,L006,CEL8,af3,native,,pending,
eb5dd0763624,G4YSM3,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
ed64bc414973,G4YSM3,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
64b6674d49a9,G4YSM3,L007,NAG4,af3,native,,pending,
188311f2def1,G4YSM3,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
4df5a15e7c48,G4YSM3,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
8cf86d3c23e0,G4YSM3,L008,NAG6,af3,native,,pending,
cdbcc9f516ea,G4YSM3,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
929092542ab4,G4YSM3,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
3f8467bce24a,G4YSM3,L009,NAG8,af3,native,,pending,
e9c549155a7c,G4YSM3,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
2d7ecb7700bf,G4YSM3,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
0e79381bb79b,D0N2F7,L001,STA4,af3,native,,pending,
c269363894ec,D0N2F7,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
105286a4fcad,D0N2F7,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
fb61e0970da5,D0N2F7,L002,STA6,af3,native,,pending,
54c224a138a3,D0N2F7,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
188d890db63f,D0N2F7,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
80b1ce35b072,D0N2F7,L003,STA8,af3,native,,pending,
1f91229b5689,D0N2F7,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
3e76ee6593ac,D0N2F7,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
5825909050fa,D0N2F7,L004,CEL4,af3,native,,pending,
b684b0748a8d,D0N2F7,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
9a57626fb850,D0N2F7,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
6e9e92583319,D0N2F7,L005,CEL6,af3,native,,pending,
cf3913461831,D0N2F7,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
c68a1a2449e5,D0N2F7,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
d5136a4d96b5,D0N2F7,L006,CEL8,af3,native,,pending,
73dc994e9f58,D0N2F7,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
c40c4b9887ed,D0N2F7,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
aabe5b623fda,D0N2F7,L007,NAG4,af3,native,,pending,
5fda9db2dd50,D0N2F7,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
2ada48e3949c,D0N2F7,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
32555ce82fae,D0N2F7,L008,NAG6,af3,native,,pending,
437bcd78e17b,D0N2F7,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
03a5fe305cda,D0N2F7,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
b9b1fa351009,D0N2F7,L009,NAG8,af3,native,,pending,
a3c000931cf5,D0N2F7,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
8266785e1719,D0N2F7,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
2e4cea66a19f,D0N2F6,L001,STA4,af3,native,,pending,
b4a785c76f98,D0N2F6,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
52f8d6817560,D0N2F6,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
363a22a3415f,D0N2F6,L002,STA6,af3,native,,pending,
65a241bbd66b,D0N2F6,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
b6788a005aa6,D0N2F6,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
d6659f4c8156,D0N2F6,L003,STA8,af3,native,,pending,
2a7b587a6a40,D0N2F6,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
d5a5de70d353,D0N2F6,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
29c4f82eb2b7,D0N2F6,L004,CEL4,af3,native,,pending,
5a68364b2304,D0N2F6,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
a9baa33a353b,D0N2F6,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
55014209ce91,D0N2F6,L005,CEL6,af3,native,,pending,
03af516bb048,D0N2F6,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
4f5045b045d3,D0N2F6,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
bac0edf8b85f,D0N2F6,L006,CEL8,af3,native,,pending,
7c83eed3fc21,D0N2F6,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
67538b71171b,D0N2F6,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
c40ebc627608,D0N2F6,L007,NAG4,af3,native,,pending,
d8035b16ef5b,D0N2F6,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
d5f92571724e,D0N2F6,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
5b13484c62f5,D0N2F6,L008,NAG6,af3,native,,pending,
80ff19f9dca4,D0N2F6,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
36c1d731c10f,D0N2F6,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
0a60773e0356,D0N2F6,L009,NAG8,af3,native,,pending,
e596ef4d7233,D0N2F6,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
d69087f60cb7,D0N2F6,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
9e182d397ccc,G4YSM7,L001,STA4,af3,native,,pending,
c4e8cfb2ac96,G4YSM7,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
c9f928ab1bb5,G4YSM7,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
642e377e5e5f,G4YSM7,L002,STA6,af3,native,,pending,
3e22320933d2,G4YSM7,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
4e44df2b696e,G4YSM7,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
f9c328b60ba3,G4YSM7,L003,STA8,af3,native,,pending,
7673779185ce,G4YSM7,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
57b4bc70b4ea,G4YSM7,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
67653a20bc7c,G4YSM7,L004,CEL4,af3,native,,pending,
2271fabff6cd,G4YSM7,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
d8e4cd72fa4b,G4YSM7,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
1e3cdaa38bd8,G4YSM7,L005,CEL6,af3,native,,pending,
ea6e389ca66d,G4YSM7,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
b85ba520ad61,G4YSM7,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
7ce8b8285a1b,G4YSM7,L006,CEL8,af3,native,,pending,
6475593913e8,G4YSM7,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
cafc180be080,G4YSM7,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
7ec3902267be,G4YSM7,L007,NAG4,af3,native,,pending,
bff7eacaf83a,G4YSM7,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
894eeea8de65,G4YSM7,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
04b7645cfe19,G4YSM7,L008,NAG6,af3,native,,pending,
b278897617e9,G4YSM7,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
5142d6b76c99,G4YSM7,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
d7eabd535998,G4YSM7,L009,NAG8,af3,native,,pending,
2fbefb13a3f6,G4YSM7,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
d71c0a5afdb2,G4YSM7,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
bf4dd4ef523a,G3XAP7,L001,STA4,af3,native,,pending,
2b92795fb2f6,G3XAP7,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
cee3e1a43c4e,G3XAP7,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
6ce0805478b3,G3XAP7,L002,STA6,af3,native,,pending,
b5aa097de444,G3XAP7,L002,STA6,boltz,mmseqs,,skipped,Missing MSA
097346995958,G3XAP7,L002,STA6,rf3,mmseqs,,skipped,Missing MSA
fff15fff8573,G3XAP7,L003,STA8,af3,native,,pending,
acc62f8822f2,G3XAP7,L003,STA8,boltz,mmseqs,,skipped,Missing MSA
afe1520d0774,G3XAP7,L003,STA8,rf3,mmseqs,,skipped,Missing MSA
0d920bac5049,G3XAP7,L004,CEL4,af3,native,,pending,
d15478ce717c,G3XAP7,L004,CEL4,boltz,mmseqs,,skipped,Missing MSA
84cd6fb35540,G3XAP7,L004,CEL4,rf3,mmseqs,,skipped,Missing MSA
0c5372b0a03f,G3XAP7,L005,CEL6,af3,native,,pending,
63537c4f3b28,G3XAP7,L005,CEL6,boltz,mmseqs,,skipped,Missing MSA
0fb37fa36759,G3XAP7,L005,CEL6,rf3,mmseqs,,skipped,Missing MSA
2b734f9e02ad,G3XAP7,L006,CEL8,af3,native,,pending,
eb418782bd4d,G3XAP7,L006,CEL8,boltz,mmseqs,,skipped,Missing MSA
4bf9a527d184,G3XAP7,L006,CEL8,rf3,mmseqs,,skipped,Missing MSA
1d633e10d556,G3XAP7,L007,NAG4,af3,native,,pending,
9d52d1b5cf43,G3XAP7,L007,NAG4,boltz,mmseqs,,skipped,Missing MSA
2819f74167cc,G3XAP7,L007,NAG4,rf3,mmseqs,,skipped,Missing MSA
6ce6c0c51d43,G3XAP7,L008,NAG6,af3,native,,pending,
1648a9295e10,G3XAP7,L008,NAG6,boltz,mmseqs,,skipped,Missing MSA
7d9ff08e5f60,G3XAP7,L008,NAG6,rf3,mmseqs,,skipped,Missing MSA
1de543168c39,G3XAP7,L009,NAG8,af3,native,,pending,
5505249c290f,G3XAP7,L009,NAG8,boltz,mmseqs,,skipped,Missing MSA
5cefd7bc6a35,G3XAP7,L009,NAG8,rf3,mmseqs,,skipped,Missing MSA
5a8a53f0db91,Q4WP32,L001,STA4,af3,native,,pending,
aa575a631c88,Q4WP32,L001,STA4,boltz,mmseqs,,skipped,Missing MSA
ea14b6af1381,Q4WP32,L001,STA4,rf3,mmseqs,,skipped,Missing MSA
